,index,Client,expected_revenue_CL,probabilities_CL,expected_revenue_CC,probabilities_CC,expected_revenue_MF,probabilities_MF,offer_CL,offer_CC,offer_MF,max_possible_ER
0,0,243,26.77398410317677,0.6542027100561568,6.251723445420596,0.5684889672298691,0.0,0.0,1,0,0,26.77398410317677
1,1,697,18.247984584624696,0.6630276106681887,0.0,0.0,1.722962853417431,0.3129351139290296,1,0,0,18.247984584624696
2,100,153,0.0,0.0,14.548755169175973,0.8705614732644589,0.0,0.0,0,1,0,14.548755169175973
3,2,532,12.838623058979843,0.5855798381520326,0.0,0.0,10.67188280001421,0.472455726176571,1,0,0,12.838623058979843
4,3,681,11.147858556792016,0.8042165576889467,0.0,0.0,0.0,0.0,1,0,0,11.147858556792016
5,101,1445,0.0,0.0,10.948072085541998,0.5160184248807363,0.0,0.0,0,1,0,10.948072085541998
6,4,978,10.885373635559512,0.7228375680687108,2.5266718587803347,0.8140057728965778,0.0,0.0,1,0,0,10.885373635559512
7,102,488,0.0,0.0,10.814396997653793,0.3932153999687022,0.0,0.0,0,1,0,10.814396997653793
8,103,1365,0.0,0.0,10.771763228336628,0.8100551725438077,0.0,0.0,0,1,0,10.771763228336628
9,5,948,10.552897210733692,0.8386172792172563,0.0,0.0,0.0,0.0,1,0,0,10.552897210733692
10,6,1237,10.117174184570391,0.7627387057818541,0.0,0.0,0.0,0.0,1,0,0,10.117174184570391
11,7,1443,9.541731381884972,0.764655562551237,4.795520055971155,0.6657123961009943,0.0,0.0,1,0,0,9.541731381884972
12,8,665,9.205249899554092,0.6857891021558349,0.0,0.0,0.0,0.0,1,0,0,9.205249899554092
13,9,1226,8.995729117603494,0.8913403629067808,0.0,0.0,5.5028788836711655,0.8996804878518416,1,0,0,8.995729117603494
14,10,1076,8.929359461496007,0.3158560834374189,2.381699783719048,0.7569204680993208,0.0,0.0,1,0,0,8.929359461496007
15,104,206,0.0,0.0,8.91618505140935,0.7770994654373063,0.0,0.0,0,1,0,8.91618505140935
16,11,41,8.915614767171334,0.6655836674305294,1.7536158878699548,0.2891997946346136,0.0,0.0,1,0,0,8.915614767171334
17,12,1474,8.881681617698224,0.5536523639912552,0.0,0.0,0.0,0.0,1,0,0,8.881681617698224
18,13,164,8.758843620724623,0.7094201204617424,1.8347372918351552,0.3534140464685378,0.0,0.0,1,0,0,8.758843620724623
19,14,834,8.731817336009424,0.6362758228001162,0.0,0.0,0.0,0.0,1,0,0,8.731817336009424
20,182,596,0.0,0.0,0.0,0.0,8.584244429544041,0.4808855826927963,0,0,1,8.584244429544041
21,15,54,8.537172939213818,0.6178222297862305,0.0,0.0,0.0,0.0,1,0,0,8.537172939213818
22,105,389,0.0,0.0,8.324121658542099,0.8259413040313682,4.532577712418241,0.7759895701069036,0,1,0,8.324121658542099
23,16,125,8.3028932049085,0.5542372350157599,0.0,0.0,0.0,0.0,1,0,0,8.3028932049085
24,17,710,8.216575608436402,0.4906964931760208,0.0,0.0,0.0,0.0,1,0,0,8.216575608436402
25,18,1358,8.206421258309868,0.5249696872319746,0.0,0.0,0.0,0.0,1,0,0,8.206421258309868
26,19,674,7.975466666073501,0.539178993223044,0.0,0.0,0.0,0.0,1,0,0,7.975466666073501
27,20,1064,7.927963455736767,0.594823655856371,0.0,0.0,1.3393217065344054,0.3262463513987089,1,0,0,7.927963455736767
28,21,1343,7.885064303201039,0.6783440336104302,0.0,0.0,0.0,0.0,1,0,0,7.885064303201039
29,22,1200,7.825382668048632,0.814351190043376,4.468176015895188,0.58593515087719,2.556653069907352,0.4651537133733039,1,0,0,7.825382668048632
30,23,504,7.774966959924254,0.7452685314432445,1.7530521752792505,0.6674024704872149,0.0,0.0,1,0,0,7.774966959924254
31,183,1610,0.0,0.0,0.0,0.0,7.772403215146758,0.6594254191622733,0,0,1,7.772403215146758
32,24,717,7.566266540870997,0.4594292435770313,0.0,0.0,0.0,0.0,1,0,0,7.566266540870997
33,25,522,7.532947817442816,0.4778573804317508,0.0,0.0,0.0,0.0,1,0,0,7.532947817442816
34,184,1510,0.0,0.0,0.0,0.0,7.398978326951076,0.7359644108437107,0,0,1,7.398978326951076
35,26,1597,7.1727503962020425,0.4853192182190824,2.94614429588911,0.3429720813688147,0.0,0.0,1,0,0,7.1727503962020425
36,27,1123,7.003407904800936,0.4486370053767577,0.0,0.0,0.0,0.0,1,0,0,7.003407904800936
37,28,1248,6.921697410842175,0.4080649127982139,0.0,0.0,2.3012684067453613,0.3010693985219767,1,0,0,6.921697410842175
38,29,119,6.9059504448923565,0.4985189095708678,0.0,0.0,1.555289903917982,0.3490726119492821,1,0,0,6.9059504448923565
39,30,1377,6.800645612474853,0.4589123037672886,0.0,0.0,0.0,0.0,1,0,0,6.800645612474853
40,31,1051,6.768839720802405,0.6982726748435746,2.351898621846016,0.5682281925366949,0.0,0.0,1,0,0,6.768839720802405
41,32,1244,6.731440712811722,0.367493887979005,0.0,0.0,0.0,0.0,1,0,0,6.731440712811722
42,185,1093,0.0,0.0,0.0,0.0,6.731343171879816,0.8471413922036755,0,0,1,6.731343171879816
43,33,677,6.716596683488561,0.4046641390790427,0.0,0.0,1.6486056623476313,0.3382228284638588,1,0,0,6.716596683488561
44,106,1419,0.0,0.0,6.716065088660133,0.7938919932440807,0.0,0.0,0,1,0,6.716065088660133
45,34,311,6.683285912700521,0.4752772568099722,0.0,0.0,1.3217404278323377,0.3374353779303004,1,0,0,6.683285912700521
46,107,996,0.0,0.0,6.6788692372790175,0.7957789501794411,0.0,0.0,0,1,0,6.6788692372790175
47,35,889,6.527742337756679,0.4056082523018928,0.0,0.0,0.0,0.0,1,0,0,6.527742337756679
48,108,668,0.0,0.0,6.449875496552465,0.6833172737115631,1.4375836356558884,0.4509227826981075,0,1,0,6.449875496552465
49,109,919,0.0,0.0,6.424663649867259,0.322667123886834,0.0,0.0,0,1,0,6.424663649867259
50,36,1594,6.3630788442465045,0.3939315185034189,0.0,0.0,0.0,0.0,1,0,0,6.3630788442465045
51,37,1458,6.344054826562736,0.6149343824413709,0.0,0.0,2.095838854226712,0.4268024010060852,1,0,0,6.344054826562736
52,38,1603,6.3312357805331,0.512190510717414,0.0,0.0,0.0,0.0,1,0,0,6.3312357805331
53,39,16,6.278433927973039,0.5521897673818308,0.0,0.0,0.0,0.0,1,0,0,6.278433927973039
54,40,166,6.262406080613018,0.4606738908255594,0.0,0.0,0.0,0.0,1,0,0,6.262406080613018
55,41,89,6.233938217826662,0.4624096289384926,2.299222868984475,0.3244865063641994,0.0,0.0,1,0,0,6.233938217826662
56,42,699,6.204537972193833,0.4657201032506141,0.0,0.0,0.0,0.0,1,0,0,6.204537972193833
57,43,728,6.175574011846145,0.3152603565433339,0.0,0.0,0.0,0.0,1,0,0,6.175574011846145
58,44,94,6.157912622306115,0.4175412412963847,2.902953939519222,0.3622709858558472,0.0,0.0,1,0,0,6.157912622306115
59,45,117,6.144423718118001,0.6209861498126025,0.0,0.0,0.0,0.0,1,0,0,6.144423718118001
60,46,828,6.1351495053261855,0.5009539932479227,0.0,0.0,0.0,0.0,1,0,0,6.1351495053261855
61,47,696,6.114163906217131,0.4451997018833061,0.0,0.0,0.0,0.0,1,0,0,6.114163906217131
62,48,9,6.1015052258631295,0.4603545800164643,0.0,0.0,0.0,0.0,1,0,0,6.1015052258631295
63,49,1218,6.052216009668946,0.4716848932195498,1.6374315954671883,0.5253408817990463,0.0,0.0,1,0,0,6.052216009668946
64,50,731,6.024643875452472,0.501678441408027,0.0,0.0,0.0,0.0,1,0,0,6.024643875452472
65,51,524,5.987921701678777,0.536310834741451,0.0,0.0,3.112310895878434,0.4587392626165633,1,0,0,5.987921701678777
66,52,121,5.986706008281576,0.7154596834342548,0.0,0.0,0.0,0.0,1,0,0,5.986706008281576
67,53,396,5.9845466269927154,0.3416019625371876,0.0,0.0,0.0,0.0,1,0,0,5.9845466269927154
68,54,1599,5.952117885430324,0.4600852612137355,0.0,0.0,0.0,0.0,1,0,0,5.952117885430324
69,55,1031,5.942709309156913,0.3971887794622415,0.0,0.0,0.0,0.0,1,0,0,5.942709309156913
70,186,197,0.0,0.0,0.0,0.0,5.940461799865806,0.4810783580857969,0,0,1,5.940461799865806
71,56,779,5.934672575526637,0.4929051976847165,0.0,0.0,3.575374675210273,0.4801807569732878,1,0,0,5.934672575526637
72,110,382,0.0,0.0,5.9217378568049135,0.7269438425911926,0.0,0.0,0,1,0,5.9217378568049135
73,57,1134,5.867840284844859,0.6997577916599074,0.0,0.0,2.036648494482149,0.4043406484731513,1,0,0,5.867840284844859
74,58,1512,5.85100115069051,0.3694576340638508,0.0,0.0,0.0,0.0,1,0,0,5.85100115069051
75,59,1194,5.813758781226399,0.4130477714114077,0.0,0.0,0.0,0.0,1,0,0,5.813758781226399
76,60,871,5.78901747385843,0.5053941363520018,0.0,0.0,0.0,0.0,1,0,0,5.78901747385843
77,61,1240,5.770647683346164,0.4658605608771249,0.0,0.0,0.0,0.0,1,0,0,5.770647683346164
78,62,289,5.739670933305651,0.3847796701031882,0.0,0.0,0.0,0.0,1,0,0,5.739670933305651
79,63,1263,5.715548678617078,0.4835870509574597,0.0,0.0,0.0,0.0,1,0,0,5.715548678617078
80,64,1096,5.69838508909652,0.4329213388577755,0.0,0.0,0.0,0.0,1,0,0,5.69838508909652
81,65,1416,5.635114853937211,0.6278665225672903,0.0,0.0,1.3702290483752344,0.5255809425114527,1,0,0,5.635114853937211
82,66,57,5.630101842463492,0.5089343996723936,0.0,0.0,3.4116981535954825,0.7591042282314275,1,0,0,5.630101842463492
83,111,411,0.0,0.0,5.597452781817228,0.8638942642221581,0.0,0.0,0,1,0,5.597452781817228
84,81,161,5.178689272020351,0.5899598315658359,5.596173412454555,0.8393455854158377,0.0,0.0,0,1,0,5.596173412454555
85,67,496,5.583364871169873,0.3155794383391317,1.7733497160014626,0.2741816834645316,0.0,0.0,1,0,0,5.583364871169873
86,68,1295,5.540357014278793,0.3871737628222282,0.0,0.0,0.0,0.0,1,0,0,5.540357014278793
87,69,1119,5.492845519648714,0.5785011275009241,0.0,0.0,2.9604337188904584,0.6923729869637577,1,0,0,5.492845519648714
88,70,1587,5.464900873963078,0.424159344311778,0.0,0.0,0.0,0.0,1,0,0,5.464900873963078
89,71,333,5.433691968335336,0.3645930571650174,0.0,0.0,0.0,0.0,1,0,0,5.433691968335336
90,72,231,5.417178390684081,0.571062668871361,0.0,0.0,0.0,0.0,1,0,0,5.417178390684081
91,73,999,5.371502948001681,0.3804258699335643,0.0,0.0,0.0,0.0,1,0,0,5.371502948001681
92,74,235,5.349369562799981,0.4509338351707129,0.0,0.0,0.0,0.0,1,0,0,5.349369562799981
93,75,1349,5.314139216315885,0.4035902994905648,3.729701883162989,0.5194501306854369,0.0,0.0,1,0,0,5.314139216315885
94,76,1147,5.293074003859479,0.3780255474300529,0.0,0.0,0.0,0.0,1,0,0,5.293074003859479
95,77,1110,5.288475632130646,0.3537486394460367,3.3153825040580105,0.2586163806325328,0.0,0.0,1,0,0,5.288475632130646
96,78,261,5.262966302763943,0.4738312484743244,0.0,0.0,0.0,0.0,1,0,0,5.262966302763943
97,79,659,5.242553731640608,0.3809897152557744,0.0,0.0,0.0,0.0,1,0,0,5.242553731640608
98,80,498,5.227015605558419,0.5104906428401472,0.0,0.0,0.0,0.0,1,0,0,5.227015605558419
99,82,419,5.138488811097541,0.3482996771553173,0.0,0.0,0.0,0.0,1,0,0,5.138488811097541
